,OBJECTID *,address,zip,lat,long,neighborhood,status,NTA2020,NTAName,NTAAbbrev,CDTA2020,CDTAName,NTAType
940,941,"2538 east 12th streetapt  2  brooklyn, ny 11235 11235",11235,40.588689,-73.95869,Southern Brooklyn,Inconclusive,BK1501,Gravesend (East)-Homecrest,Grvsnd_E,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
941,942,"136 prospect place apt d1 brooklyn, ny 11217 11217",11217,40.678374,-73.972705,Northwest Brooklyn,No Claim,BK0801,Prospect Heights,PrspctHts,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
942,943,"260 audubon ave apt 26r, new york, ny 10033 10033",10033,40.847074,-73.933905,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
943,944,"206 quentin road  apt d5  brooklyn, ny 11223 11223",11223,40.605787,-73.978504,Southern Brooklyn,No Claim,BK1103,Gravesend (West),Grvsnd_W,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
944,945,"875 43rd street apt a8  brooklyn, ny 11232 11232",11232,40.644124,-73.997511,Sunset Park,TBD,BK1201,Sunset Park (East)-Borough Park (West),SnstPk_E,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
945,946,"302 w 114th st apt 2d, manhattan, ny 10026 10026",10026,40.803215,-73.9569,Central Harlem,Inconclusive,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
946,947,"1473 first ave apt 3b new york, ny 10075 10075",10075,40.770946,-73.954007,Upper East Side,No Claim,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
947,948,"2018 fifth ave apt a4 new york, ny 10035 10035",10035,40.806362,-73.942678,East Harlem,No Claim,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
948,949,"4672 broadway apt 3e new york, ny 10040 10040",10040,40.863175,-73.929474,Inwood and Washington Heights,No Claim,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
949,950,"401 east 21st street apt c5 brooklyn, ny 11226 11226",11226,40.64445,-73.958692,Flatbush,Inconclusive,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
950,951,"508 west 167th st apt 2a new york, ny 10032 10032",10032,40.83944,-73.938257,Inwood and Washington Heights,No Claim,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
951,952,"1555 2nd ave apt 2f new york, ny 10028 10028",10028,40.774571,-73.954477,Upper East Side,Inconclusive,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
952,953,"722 east 102nd street apt 2  brooklyn, ny 11236 11236",11236,40.64697,-73.898263,Canarsie and Flatlands,Pending,BK1803,Canarsie,Cnrsie,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),0
953,954,"1917 coney island avenue apt b  brooklyn, ny 11230 11230",11230,40.61071,-73.962321,Borough Park,Inconclusive,BK1403,Midwood,Mdwd,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
954,955,"28-05 43rd street apt 6 queens, ny 11103
 11103",11103,40.764116,-73.911378,Northwest Queens,TBD,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
955,956,"2625 e 13th st apt 6a, brooklyn, ny 11235 11235",11235,40.586663,-73.955729,Southern Brooklyn,No Claim,BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,ShpshdBy,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
956,957,"33-16 86th street apt 1 queens, ny 11372 11372",11372,40.755375,-73.881805,West Queens,Pending,QN0301,Jackson Heights,JcksnHts,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),0
957,958,"40-21 23rd avenue  apt 4f queens, ny 11105 11105",11105,40.770859,-73.90744,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
958,959,"34-50 28th street apt 1b queens, ny 11106 11106",11106,40.759538,-73.930943,Northwest Queens,Inconclusive,QN0105,Queensbridge-Ravenswood-Dutch Kills,Qnsbrdg,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
959,960,"260 lenox rd apt 3f, brooklyn, ny 11226 11226",11226,40.653691,-73.95092,Flatbush,No Claim,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
960,961,"30-82 31st street apt 3 queens, ny 11102 11102",11102,40.765021,-73.923238,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
961,962,"918 e 14th st apt b3, brooklyn, ny 11230 11230",11230,40.626833,-73.962892,Borough Park,Pending,BK1403,Midwood,Mdwd,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
962,963," 24-50 27th street apt 1  queens, ny 11102 11102",11102,40.773024,-73.91923,Northwest Queens,Inconclusive,QN0101,Astoria (North)-Ditmars-Steinway,Astr_N,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
963,964,135-25 hoover avenue apt 3c 11435 11435,11435,40.714011,-73.821895,Jamaica,Pending,QN0805,Jamaica Hills-Briarwood,JmcaHls,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),0
964,965,"293 martense st apt 1c, brooklyn, ny 11226 11226",11226,40.651974,-73.94907,Flatbush,No Claim,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
965,966,"19-16 linden street apt 1r queens, ny  11385 11385",11385,40.706038,-73.906488,West Central Queens,Inconclusive,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
966,967,"3301 nostrand ave apt bk-6e, brooklyn, ny 11229 11229",11229,40.603335,-73.942089,Southern Brooklyn,TBD,BK1502,Madison,Mdsn,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
967,968,"132 west 109th street, new york, ny, 10025 10025",10025,40.801803,-73.963236,Upper West Side,No Claim,MN0703,Upper West Side-Manhattan Valley,UWS_MnVly,MN07,MN07 Upper West Side (CD 7 Approximation),0
968,969,"75-15 67 drive  apt 2 queens, ny 11379 11379",11379,40.711658,-73.876844,West Central Queens,Inconclusive,QN0504,Middle Village,MddlVlg,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
969,970,"57-49 myrtle avenue apt 1  queenss,  ny 11385 11385",11385,40.700657,-73.901879,West Central Queens,No Claim,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
970,971,"313 east 95th street, new york, ny, 10128 10128",10128,40.783318,-73.946613,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
971,972,"147 west 130th street, new york, ny, 10027 10027",10027,40.811873,-73.944926,Central Harlem,No Claim,MN1002,Harlem (North),Hrlm_N,MN10,MN10 Harlem (CD 10 Equivalent),0
972,973,"550 west 140th street, new york, ny, 10031 10031",10031,40.822756,-73.952169,Inwood and Washington Heights,Inconclusive,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
973,974,"1734 second avenue, new york, ny, 10128 10128",10128,40.780489,-73.949506,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
974,975,"524 east 79th street, new york, ny, 10075 10075",10075,40.770584,-73.948912,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
975,976,"149 west 117th street, new york, ny, 10026 10026",10026,40.803744,-73.951108,Central Harlem,Inconclusive,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
976,977,"155 west 87th street, new york, ny, 10024 10024",10024,40.787987,-73.973143,Upper West Side,Inconclusive,MN0702,Upper West Side (Central),UWS_C,MN07,MN07 Upper West Side (CD 7 Approximation),0
977,978,"1883 amsterdam avenue, new york, ny, 10032 10032",10032,40.830326,-73.943535,Inwood and Washington Heights,Inconclusive,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
978,979,206 audubon avenue apt 42  ny ny  10033 10033,10033,40.845285,-73.935228,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
979,980,"721 walton avenue  bronx, ny apt e9 10451 10451",10451,40.824267,-73.9262,High Bridge and Morrisania,No Claim,BX0401,Concourse-Concourse Village,Cncrs,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),0
980,981,"149 edgecomb avenue apt d5 ny, ny 10030 10030",10030,40.821846,-73.945052,Central Harlem,Inconclusive,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
981,982,"165 east 104th street apt 2c  new york, ny 10029  10029",10029,40.79077,-73.946346,East Harlem,Inconclusive,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),0
982,983,"31-46 45th street  queens, ny 11103  11103",11103,40.758398,-73.914259,Northwest Queens,No Claim,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
983,984,"217-01 jamaica avenue apt 2 queens, ny 11428 11428",11428,40.717912,-73.737833,Southeast Queens,No Claim,QN1303,Queens Village,QnsVlg,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),0
984,985," 213-02 73rd avenue apt 5b queens, ny 11364 11364",11364,40.739318,-73.760001,Northeast Queens,Inconclusive,QN1104,Oakland Gardens-Hollis Hills,OklndGrdns,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),0
985,986,"4516 sixth avenue apt 2 brooklyn, ny 11220 11220",11220,40.646358,-74.005797,Sunset Park,Inconclusive,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
986,987,"58-35 granger street, corona, ny, 11368 11368",11368,40.738326,-73.853928,West Queens,Inconclusive,QN0402,Corona,Crna,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
987,988,"40-40 79th st apt c303, elmhurst, ny 11373  11373",11373,40.74642,-73.886837,West Queens,No Claim,QN0401,Elmhurst,Elmhrst,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),0
988,989,"31-28 42nd street apt 7  queens, ny 11103 11103",11103,40.759982,-73.916263,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
989,990,"31-22 union street  queens, ny 11354 11354",11354,40.769365,-73.826824,North Queens,Inconclusive,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
990,991,"1919 palmetto street  queens, ny 11385 11385",11385,40.705496,-73.905246,West Central Queens,No Claim,QN0502,Ridgewood,Rdgwd,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),0
991,992,"65-28 99th street, rego park, ny, 11374 11374",11374,40.729089,-73.855293,West Central Queens,No Claim,QN0602,Forest Hills,FrstHls,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
992,993,"4207 25th ave apt 1, astoria, ny 11103 11103",11103,40.767275,-73.909625,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
993,994,"8330 118th st apt 1p, jamaica, ny 11415 11415",11415,40.706189,-73.834954,Southwest Queens,Inconclusive,QN0901,Kew Gardens,KwGrdns,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),0
994,995,"88 153rd st, queens, ny 11432  11432",11432,40.705906,-73.80353,Jamaica,Inconclusive,QN1201,Jamaica,Jmca,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),0
995,996,"143-09 barclay avenue apt 1a  queens, ny 11355 11355",11355,40.759373,-73.823252,North Queens,Inconclusive,QN0707,Flushing-Willets Point,Flshng,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),0
996,997,"140-55 burden crescent, jamaica, ny, 11435 11435",11435,40.711216,-73.816882,Jamaica,Inconclusive,QN0805,Jamaica Hills-Briarwood,JmcaHls,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),0
997,998,"185 greenpoint avenue  brooklyn, ny 11222 11222",11222,40.730559,-73.95222,Greenpoint,No Claim,BK0101,Greenpoint,Grnpt,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),0
998,999,"2110 newkirk avenue  brooklyn, ny 11226 11226",11226,40.638152,-73.957157,Flatbush,No Claim,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
999,1000,"42-07 25th avenue  astoria, ny 11103 11103",11103,40.767275,-73.909625,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1000,1001,"3924 broadway  new york, ny 10032 10032",10032,40.838613,-73.941011,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1001,1002,"3058 brighton 3rd street apt 2d brooklyn, ny 11235  11235",11235,40.577645,-73.964589,Southern Brooklyn,Inconclusive,BK1303,Brighton Beach,BrghtnBch,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0
1002,1003,"65 lewis avenue, brooklyn, ny, 11206 11206",11206,40.695512,-73.937328,Bushwick and Williamsburg,No Claim,BK0302,Bedford-Stuyvesant (East),BdSty_E,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
1003,1004,"110 kingston avenue apt 2r brooklyn, ny 11213 11213",11213,40.675939,-73.941883,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
1004,1005,"114 bay 49th street  apt 5  brooklyn, ny 11214 11214",11214,40.587304,-73.986561,Southwest Brooklyn,No Claim,BK1301,Gravesend (South),Grvsnd_S,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0
1005,1006,"220 east 36th st apt b5 new york, ny 10016 10016",10016,40.74635,-73.976143,Gramercy Park and Murray Hill,No Claim,MN0603,Murray Hill-Kips Bay,MryHl_KpBy,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),0
1006,1007,"2524 albemarle road, brooklyn, ny, 11226 11226",11226,40.647838,-73.95345,Flatbush,No Claim,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
1007,1008,"255 79th street, brooklyn, ny, 11209 11209",11209,40.628991,-74.029691,Southwest Brooklyn,Pending,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
1008,1009,"340 east 87th st apt b new york, ny 10128 10128",10128,40.777839,-73.949989,Upper East Side,Inconclusive,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1009,1010,"136 utica avenue, brooklyn, ny, 11213 11213",11213,40.674363,-73.930816,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
1010,1011,"682 bushwick avenue, brooklyn, ny, 11221 11221",11221,40.696867,-73.931839,Bushwick and Williamsburg,Inconclusive,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
1011,1012,"392 east 4th street, brooklyn, ny, 11218 11218",11218,40.642605,-73.976551,Borough Park,Inconclusive,BK1203,Kensington,Knsngtn,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),0
1012,1013,"901 avenue t, brooklyn, ny, 11223 11223",11223,40.600672,-73.96241,Southern Brooklyn,Inconclusive,BK1501,Gravesend (East)-Homecrest,Grvsnd_E,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),0
1013,1014,"180 72nd street, brooklyn, ny, 11209 11209",11209,40.634226,-74.030376,Southwest Brooklyn,Inconclusive,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
1014,1015,"2156 cortelyou road  brooklyn, ny 11226 11226",11226,40.643976,-73.956854,Flatbush,Inconclusive,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1015,1016,"336 fort washington avenue apt 1k new york, ny 10033 10033",10033,40.846178,-73.939886,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1016,1017,"519 west 151st st apt 3 new york, ny 10031 10031",10031,40.829601,-73.945656,Inwood and Washington Heights,Inconclusive,MN0903,Hamilton Heights-Sugar Hill,HmltnHts,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),0
1017,1018,"266 86th street apt 5  brooklyn, ny 11209 11209",11209,40.623337,-74.031809,Southwest Brooklyn,TBD,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
1018,1019,"39-35 51st street apt 5e, woodside, ny, 11377 11377",11377,40.747543,-73.912794,West Queens,TBD,QN0202,Sunnyside,Snnysd,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),0
1019,1020,1370 saint nicholas avenue apt 20l ny ny 10033 10033,10033,40.847563,-73.934467,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1020,1021,"61-25 97th st, queens, ny 11374  11374",11374,40.733646,-73.861828,West Central Queens,Pending,QN0601,Rego Park,RegoPk,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),0
1021,1022,"100 cooper st apt 2c new york, ny 10034 10034",10034,40.868909,-73.921284,Inwood and Washington Heights,No Claim,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1022,1023,"148 west 142nd st apt 49aa new york, ny 10030 10030",10030,40.819099,-73.939702,Central Harlem,No Claim,MN1002,Harlem (North),Hrlm_N,MN10,MN10 Harlem (CD 10 Equivalent),0
1023,1024,"321 west 30th st apt b1 new york, ny 10001 10001",10001,40.750287,-73.996253,Chelsea and Clinton,No Claim,MN0401,Chelsea-Hudson Yards,Chls_HdsYd,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),0
1024,1025,"540 west 180th st apt 2c new york, ny 10033 10033",10033,40.848092,-73.933273,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1025,1026,"548 52nd street apt 5, brooklyn, ny 11220 




 11220",11220,40.643078,-74.010417,Sunset Park,No Claim,BK0703,Sunset Park (Central),SnstPk_C,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
1026,1027,"50 lincoln rd apt 1f, brooklyn, ny 11225  11225",11225,40.660684,-73.961278,Flatbush,No Claim,BK0902,Prospect Lefferts Gardens-Wingate,PLG_Wngt,BK09,BK09 Crown Heights (South) (CD 9 Approximation),0
1027,1028,"185 green street apt 1r, brooklyn, ny 11222  11222",11222,40.733974,-73.953968,Greenpoint,No Claim,BK0101,Greenpoint,Grnpt,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),0
1028,1029,"5008 broadway apt 3d new york, ny 10034 10034",10034,40.868713,-73.917474,Inwood and Washington Heights,Inconclusive,MN1203,Inwood,Inwd,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1029,1030,"220 east 18th street apt 9, ny 11226 11226",11226,40.645865,-73.962662,Flatbush,Inconclusive,BK1401,Flatbush,Fltbsh,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),0
1030,1031,"1 ocean dr, brooklyn, ny 11224  11224",11224,40.57257,-74.000492,Southern Brooklyn,Inconclusive,BK1302,Coney Island-Sea Gate,CnyIsl,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0
1031,1032,575 west 187th street apt 61 ny ny 10033 10033,10033,40.853057,-73.930639,Inwood and Washington Heights,Inconclusive,MN1202,Washington Heights (North),WshHts_N,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1032,1033,"49 essex street  new york, ny 10002 10002",10002,40.716551,-73.989545,Lower East Side,No Claim,MN0301,Chinatown-Two Bridges,Chntwn,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),0
1033,1034,"116 west 117th street  new york, ny 10026 10026",10026,40.802889,-73.950069,Central Harlem,No Claim,MN1001,Harlem (South),Hrlm_S,MN10,MN10 Harlem (CD 10 Equivalent),0
1034,1035,"404 east 75th street  new york, ny 10021 10021",10021,40.769405,-73.954128,Upper East Side,Inconclusive,MN0801,Upper East Side-Lenox Hill-Roosevelt Island,UES_LnxHl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1035,1036,"106 clarkson avenue apt 9r, brooklyn, ny 11226  11226",11226,40.654822,-73.95605,Flatbush,Inconclusive,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
1036,1037,"163 east 99th street  new york, ny 10029 10029",10029,40.787584,-73.94868,East Harlem,Inconclusive,MN1101,East Harlem (South),EstHrlm_S,MN11,MN11 East Harlem (CD 11 Equivalent),0
1037,1038,"15 lawton street, brooklyn, ny 11221  11221",11221,40.695419,-73.930855,Bushwick and Williamsburg,Inconclusive,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
1038,1039,"1365 west 7th street apt 6h, brooklyn, ny 11204 11204",11204,40.611821,-73.981121,Borough Park,Inconclusive,BK1101,Bensonhurst,Bnsnhrst,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),0
1039,1040,"2385 barker ave apt 4n, bronx, ny 10467 10467",10467,40.860239,-73.869748,Bronx Park and Fordham,No Claim,BX1104,Allerton,Allrtn,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),0
1040,1041,"670 saint mark's avenue apt 7, brooklyn, ny 11216 11216",11216,40.675075,-73.951362,Central Brooklyn,Inconclusive,BK0802,Crown Heights (North),CrwnHts_N,BK08,BK08 Crown Heights (North) (CD 8 Approximation),0
1041,1042,"2112 starling avenue apt 4b, bronx, ny 10462  10462",10462,40.835869,-73.854495,Southeast Bronx,Inconclusive,BX0904,Parkchester,Pkchstr,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),0
1042,1043,"602 west 157th street  new york, ny 10032 10032",10032,40.834415,-73.946039,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1043,1044,"80 ft washington avenue apt 29  new york, ny 10032 10032",10032,40.837861,-73.943582,Inwood and Washington Heights,TBD,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1044,1045,"451 east 116th street  new york, ny 10029 10029",10029,40.795369,-73.933204,East Harlem,No Claim,MN1102,East Harlem (North),EstHrlm_N,MN11,MN11 East Harlem (CD 11 Equivalent),0
1045,1046,"150 orchard street  new york, ny 10002 10002",10002,40.720666,-73.988676,Lower East Side,Pending,MN0302,Lower East Side,LES,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),0
1046,1047,"3013 barker avenue, bronx, ny 10467  10467",10467,40.870111,-73.869449,Bronx Park and Fordham,TBD,BX1201,Williamsbridge-Olinville,Wllmsbrdg,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),0
1047,1048,"332 90th street brooklyn, ny 11209  11209",11209,40.620401,-74.031183,Southwest Brooklyn,Inconclusive,BK1001,Bay Ridge,ByRdg,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0
1048,1049,"602 west 157th street  apt 55e new york, ny 10032 10032",10032,40.834415,-73.946039,Inwood and Washington Heights,Inconclusive,MN1201,Washington Heights (South),WshHts_S,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0
1049,1050,"192 22nd street, brooklyn, ny, 11232 11232",11232,40.66165,-73.995767,Sunset Park,Inconclusive,BK0702,Sunset Park (West),SnstPk_W,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),0
1050,1051,"365a monroe street, brooklyn, ny, 11221 11221",11221,40.68653,-73.943179,Bushwick and Williamsburg,Inconclusive,BK0301,Bedford-Stuyvesant (West),BdSty_W,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
1051,1052,"332 east 28th street, brooklyn, ny, 11226 11226",11226,40.642255,-73.950797,Flatbush,Inconclusive,BK1701,East Flatbush-Erasmus,EFb_Ersms,BK17,BK17 East Flatbush (CD 17 Approximation),0
1052,1053,"1812 second ave apt 4fn new york, ny 10128 10128",10128,40.782697,-73.947945,Upper East Side,No Claim,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
1053,1054,"20a fayette street, brooklyn, ny, 11206 11206",11206,40.700318,-73.939721,Bushwick and Williamsburg,Inconclusive,BK0401,Bushwick (West),Bshwck_W,BK04,BK04 Bushwick (CD 4 Equivalent),0
1054,1055,"251 gates avenue, brooklyn, ny, 11238 11238",11238,40.685054,-73.959517,Central Brooklyn,No Claim,BK0204,Clinton Hill,ClntnHl,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),0
1055,1056,"490a jefferson avenue 4b, brooklyn, ny, 11221 11221",11221,40.684395,-73.938156,Bushwick and Williamsburg,Inconclusive,BK0302,Bedford-Stuyvesant (East),BdSty_E,BK03,BK03 Bedford-Stuyvesant (CD 3 Approximation),0
1056,1057,"25-24 broadway apt 2g astoria, ny 11106 11106",11106,40.762884,-73.927796,Northwest Queens,Inconclusive,QN0103,Astoria (Central),Astr_C,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1057,1058,"342 east 49th st apt 4b new york, ny 10017 10017",10017,40.753346,-73.967412,Gramercy Park and Murray Hill,Inconclusive,MN0604,East Midtown-Turtle Bay,EstMdtwn,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),0
1058,1059,"40-04 36th ave apt 3j long island city, ny 11101 11101",11101,40.753213,-73.923342,Northwest Queens,Inconclusive,QN0104,Astoria (East)-Woodside (North),Astr_E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0
1059,1060,"519 east 81st st apt a new york, ny 10028 10028",10028,40.77242,-73.948301,Upper East Side,Inconclusive,MN0803,Upper East Side-Yorkville,UES_Yrkvl,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),0
